is_post,publish_date,author,url,post_title,comment_count
1,"Thursday, January 6, 2011",eva lantsoght,http://phdtalk.blogspot.com/2011/01/first-steps-into-mindfulness.html,First steps into mindfulness,4
1,"Thursday, January 6, 2011",eva lantsoght,http://phdtalk.blogspot.com/2011/01/reverb10-day-28-achieve.html,Reverb10 - Day 28: Achieve,1
1,"Wednesday, January 5, 2011",eva lantsoght,http://phdtalk.blogspot.com/2011/01/reverb10-day-27-ordinary-joy.html,Reverb10 - Day 27: Ordinary Joy,0
1,"Wednesday, January 5, 2011",eva lantsoght,http://phdtalk.blogspot.com/2011/01/reverb10-day-21-future-self.html,Reverb10 - Day 21: Future self,0
1,"Tuesday, January 4, 2011",eva lantsoght,http://phdtalk.blogspot.com/2011/01/reverb10-day-20-beyond-avoidance.html,Reverb10 - Day 20: Beyond Avoidance,0
1,"Tuesday, December 14, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb-10-day-14-appreciate-or-how-i.html,Reverb 10 - Day 14: Appreciate or How I came to terms with my situation.,1
1,"Monday, December 13, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-13-action.html,Reverb10 - Day 13: Action,0
1,"Sunday, December 12, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-12-body-integration-part-2.html,Reverb10 - Day 12: Body Integration - Part 2,0
1,"Saturday, December 11, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-12-body-integration.html,Reverb10 - Day 12: Body Integration,1
1,"Thursday, December 9, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-1111-things.html,Reverb10 - Day 11:11 things,3
1,"Thursday, December 9, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-9party.html,Reverb10 - Day 9:Party,0
1,"Wednesday, December 8, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb-10-day-8-beautifully-different.html,Reverb 10 - Day 8: Beautifully Different,0
1,"Tuesday, December 7, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-7-community.html,Reverb10 - Day 7: Community,0
1,"Monday, December 6, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/just-ask.html,Just ask,0
1,"Sunday, December 5, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-6-make.html,Reverb10 - Day 6: Make,1
1,"Sunday, December 5, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-3-moment.html,Reverb10 - Day 3: Moment,0
1,"Friday, December 3, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-2-writing.html,Reverb10 - Day 2: Writing,0
1,"Wednesday, December 1, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/reverb10-day-1-one-word.html,Reverb10 - Day 1: One word,0
1,"Tuesday, November 30, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/evaluation-of-my-presentation.html,Evaluation of my presentation,0
1,"Monday, November 22, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/12/tomorrows-presentation.html,Tomorrow's presentation,0
1,"Thursday, November 18, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/11/social-media-and-academics.html,Social Media and Academics,1
1,"Monday, November 15, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/11/branding-fail.html,Branding Fail,0
1,"Monday, November 8, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/11/work-life-balance-thing.html,The work-life balance thing,0
1,"Friday, October 8, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/11/how-few-software-tools-created-several.html,How a few software tools created several hours per week...,1
1,"Monday, October 4, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/10/friday-already.html,Friday already?,2
1,"Friday, September 24, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/10/day-zero-project.html,Day zero project,1
1,"Friday, September 17, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/09/few-good-friday-habits.html,A few good Friday habits,0
1,"Thursday, September 16, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/09/first-steps-in-speed-reading.html,First steps in speed reading,0
1,"Tuesday, September 14, 2010",eva lantsoght,http://phdtalk.blogspot.com/2010/09/new-blog.html,A new blog,0
